jockey,raceDist,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH
AYALA ADDIEL J,1540,MNR,T,FM,R,12000,NA,38.020519010259505
DAVIS KATIE,1210,LRL,D,FT,A,56448,NA,36.973409023005686
THORPE DARIUS,990,CT,D,FT,C,14000,5000,37.836322869955154
LEON SONNY,1430,TP,D,FT,C,12000,5000,36.16021757942885
LEON SONNY,1320,TP,D,FT,C,12000,5000,37.07772589947816
LEON SONNY,1320,TP,D,FT,C,15000,8000,37.10320186890202
LEON SONNY,1320,TP,D,FT,C,15000,7000,38.03888419273034
ALDERSON JEFFREY IAN,1210,WO,D,FT,A,67500,NA,38.10036945812808
HUSBANDS CHRISTOPHER,1430,WO,D,FT,C,17000,7500,38.01663634000519
HARKIE HEMAN K,1430,BEL,D,GD,C,34000,25000,36.65413533834587
MARAGH ROMERO RAMSAY,1320,AQU,D,FT,R,55000,NA,34.96503496503497
CORREA JULIO,1320,AQU,D,FT,A,64000,NA,35.72373643821117
MARTINEZ JOEY R,1320,AQU,D,FT,A,64000,NA,36.25621055458574
CARROLL DECLAN,1320,AQU,D,FT,A,64000,NA,35.62945368171021
MARTINEZ JOEY R,1320,AQU,D,FT,A,64000,NA,38.357721267225465
MARTINEZ JOEY R,1430,AQU,D,FT,A,66000,NA,36.33089057259967
MARTINEZ JOEY R,1320,AQU,t,FM,A,66000,NA,38.96103896103896
MARTINEZ JOEY R,1320,BEL,D,FT,R,55000,NA,36.2367467454033
MARTINEZ JOEY R,1320,BEL,D,FT,S,62000,NA,38.18953323903819
DAVIS DYLAN,1320,BEL,D,FT,N,100000,NA,35.53099091985788
DAVIS DYLAN,990,AQU,D,FT,S,100000,NA,38.949798038084246
CASTELLANO J J,1320,AQU,t,FM,N,100000,NA,38.516405135520685
ORTIZ IRAD JR,1870,SAR,t,FM,G3,150000,NA,36.78945849764355
ORTIZ IRAD JR,1210,SAR,T,FM,S,78000,NA,39.599999999999994
ORTIZ IRAD JR,1210,SAR,D,FT,S,78000,NA,37.79202931745304
PARKER D L,1320,HOU,D,FT,C,19500,25000,38.75968992248062
MORALES EDGAR,1320,FG,D,SY,C,23000,30000,37.82572149061362
GRAHAM J,1320,KEE,D,FT,C,34000,50000,37.200330669605954
SANTANA RICARDO JR,1320,SAR,D,SY,A,80000,NA,37.836322869955154
ORTIZ JOSE L,1540,SAR,D,FT,A,80000,NA,36.80766534236972
WALES GARY,1430,EMD,D,FT,N,50000,NA,38.562953197099546
WALES GARY,1320,EMD,D,FT,N,50000,NA,39.31847968545217
VELAZQUEZ DENNY,1320,TUP,D,FT,AO,14500,NA,38.96103896103896
FRANKO-ANGELES GEOVANNI,1540,SA,D,FT,C,28000,20000,37.348826179748635
FRANKO-ANGELES GEOVANNI,1320,SA,D,FT,C,33000,25000,37.41685144124168
ORTIZ IRAD JR,1320,BEL,D,FT,C,47000,NA,38.91050583657587
RODRIGUEZ CASTRO LUIS A,1320,AQU,D,FT,C,46000,25000,36.280569739317386
CORREA JULIO,1760,AQU,D,FT,A,64000,NA,35.488958990536275
CARROLL DECLAN,1760,AQU,D,FT,A,64000,NA,35.93172971354427
CANCEL ERIC,1430,AQU,D,FT,C,36000,16000,36.603679139031414
FRANCO MANUEL,1760,AQU,D,FT,C,32000,12500,36.06130421716919
DAVILA J R JR,1870,FL,D,GD,A,19500,NA,35.01144164759725
DAVILA J R JR,1830,FL,D,FT,A,19500,NA,35.369761109154474
DAVILA J R JR,1830,FL,D,FT,A,19500,NA,35.703756373348135
DAVILA J R JR,1870,FL,D,FT,A,19500,NA,35.52191679049034
MULQUEEN STEPHEN,3630,SAR,T,FM,A,70000,NA,32.648843549380004
MCCARTHY TREVOR,3520,BEL,T,FM,G2,250000,NA,34.70213996529786
MULQUEEN STEPHEN,3960,PW,T,TF,S,30000,NA,30.382595648912222
WATTS MARK,3740,CHL,T,SF,S,30000,NA,28.88972809667674
HAMILL MIKEY,3740,CAM,T,TF,S,30000,NA,30.4368584387682
FRANCO MANUEL,1980,BAQ,T,FM,G3,150000,NA,36.52597402597402
DIAZ HECTOR RAFAEL JR,2640,MTH,T,FM,N,102000,NA,35.37040675967774
FRANCO MANUEL,2420,SAR,t,FM,G2,250000,NA,36.40776699029126
CANCEL ERIC,2200,BEL,t,FM,G1,750000,NA,37.369207772795214
CANCEL ERIC,1980,BEL,t,YL,G2,200000,NA,33.82893417975276
MULLINS DANNY,4840,PW,T,TF,A,35000,NA,31.48854961832061
DALTON BERNARD,3520,TRY,T,TF,A,30000,NA,31.927630703738195
HENDRIKS PARKER,3740,AIK,T,TF,A,30000,NA,32.994048132493745
HENDRIKS PARKER,3740,GRM,T,FM,A,35000,NA,30.738940008839954
HENDRIKS PARKER,3740,FX,T,SF,S,30000,NA,29.17620137299771
HENDRIKS PARKER,3960,CNL,T,FM,S,40000,NA,32.321136427117835
HENDRIKS PARKER,3960,CNL,T,FM,S,40000,NA,33.0949948927477
VELAZQUEZ J R,1980,SA,T,FM,AO,69000,NA,36.440525463379515
RISPOLI UMBERTO,2420,DMR,T,FM,AO,72000,NA,36.410445016550206
RUIZ JORGE,1870,LRL,T,YL,A,60960,NA,35.05315249266862
GARNER THOMAS,3630,SAR,T,FM,N,75000,NA,33.01320528211285
BARGARY JAMIE,4180,MAL,T,FM,A,30000,NA,32.23981900452489
BARGARY JAMIE,3740,MID,T,FM,A,35000,NA,29.712199479551014
BARGARY JAMIE,4400,FH,T,YL,N,75000,NA,28.243268687629445
BARGARY JAMIE,3520,SHW,T,FM,S,30000,NA,34.25309229305423
BARGARY JAMIE,3520,CNL,T,FM,R,50000,NA,35.53625191254134
BARGARY JAMIE,3520,CNL,T,FM,S,40000,NA,33.3765992953829
BARGARY JAMIE,3960,PW,T,FM,S,40000,NA,31.06423777564717
BARGARY JAMIE,3740,MID,T,TF,S,25000,NA,29.584654652331967
MURRILL MITCHELL,2200,ELP,T,FM,S,51000,NA,37.41581441756049
DAVIES TEDDY,4180,PMT,T,TF,N,75000,NA,34.15082281514619
HENDRIKS PARKER,4620,FH,T,YL,N,50000,NA,29.02779910919982
DALTON BERNARD,4180,SAR,T,TF,N,75000,NA,30.13003488740882
HENDRIKS PARKER,3960,CNL,T,FM,A,35000,NA,33.47107438016529
*RYAN R,3080,NOT,T,TF,N,7450,NA,34.10936654033568
*RYAN R,3520,CHP,T,TF,N,8885,NA,34.0522133938706
*RYAN R,2860,LNG,D,FT,N,8924,NA,35.55150410209662
*MORRIS L,3520,GWD,T,HY,N,7834,NA,29.83466622467161
*RYAN R,2640,KEM,D,FT,A,6932,NA,34.434383369468186
*TATE R,2618,DON,T,TF,A,6797,NA,34.486089644513136
BESWICK HARRISON,3630,SAR,T,TF,G1,150000,NA,31.45786552556878
BESWICK HARRISON,5280,PW,T,TF,G1,200000,NA,30.799064621000394
BESWICK HARRISON,4620,FH,T,YL,G1,250000,NA,30.126243305279264
BESWICK HARRISON,4400,BAQ,T,FM,G1,150000,NA,32.7475166466543
BESWICK HARRISON,4180,CAM,T,FM,A,35000,NA,32.68348623853211
GARNER THOMAS,3740,GRM,T,FM,A,30000,NA,31.72694094226941
FOLEY BARRY,4180,SAR,T,FM,A,50000,NA,30.925597714037686
WATTERS GRAHAM,3630,SAR,T,FM,N,75000,NA,32.7525363917071
MULQUEEN STEPHEN,3740,GRM,T,TF,A,45000,NA,29.906176700547302
GILLIGAN JACK G,4180,PMT,T,TF,N,75000,NA,33.20775235949819
GILLIGAN JACK G,3740,GRM,T,FM,A,35000,NA,30.36075723300393
GALLIGAN GERARD,3740,GRM,T,TF,S,25000,NA,30.946601941747574
DUNNE ROBERT,3630,SAR,T,TF,G1,150000,NA,31.323827202159976
ENGLAND DAVID,5280,PW,T,TF,G1,200000,NA,30.561136421517304
ENGLAND DAVID,4400,MID,T,FM,G2,100000,NA,27.293404094010615
FLANAGAN SEAN,4620,FH,T,YL,N,50000,NA,29.094827586206897
TWISTON-DAVIES SAM,4400,BAQ,T,FM,G1,150000,NA,32.25112878950763
BESWICK HARRISON,4180,SAR,T,FM,G1,150000,NA,30.997353442337676
GARNER THOMAS,3630,SAR,T,FM,G1,150000,NA,32.14146573741397
GARNER THOMAS,3740,GRM,T,SF,G2,75000,NA,26.59944367176634
GARNER THOMAS,4400,MID,T,TF,G2,75000,NA,26.513477684489615
GARNER THOMAS,4400,MTP,T,FM,N,40000,NA,28.744809964867454
MULQUEEN STEPHEN,3630,SAR,T,TF,G1,150000,NA,31.335724836463392
BESWICK HARRISON,3740,FX,T,TF,N,60000,NA,30.698234349919748
BESWICK HARRISON,3740,AIK,T,TF,A,30000,NA,33.26086956521739
BOYCE FOREST,1980,LRL,T,FM,C,40740,25000,37.19008264462809
BESWICK HARRISON,3740,GRM,T,FM,AO,25000,20000,30.337880710659896
WALKER ERIN M,1830,PID,D,FT,C,22000,25000,36.690666714191515
BOYCE FOREST,1980,PIM,T,FM,C,36200,25000,36.12201212986086
MCKENNA SKYLAR,4400,FH,T,FM,N,75000,NA,29.967036260113876
MCKENNA SKYLAR,3520,SHW,T,TF,A,25000,NA,32.90676416819012
GALLIGAN GERARD,3630,SAR,T,FM,N,75000,NA,33.10446297204512
BARGARY JAMIE,3740,GRM,T,TF,N,50000,NA,30.753768844221106
*MANNING K J,3124,KIL,T,YL,N,43019,NA,33.22587354409318
*MANNING K J,2750,GOW,T,TF,N,21152,NA,33.967391304347835
*MANNING K J,1782,KIL,T,TF,A,19341,NA,35.92548787699586
*MANNING K J,1760,LEP,T,TF,N,21584,NA,34.44646445316238
*MANNING K J,1760,CGH,T,TF,N,49609,NA,35.58718861209965
*MANNING K J,2090,GOW,T,TF,A,17796,NA,34.97504704246093
*MANNING K J,1540,LEP,T,TF,N,44152,NA,34.23540919465275
*CLEARY R P,1760,DON,T,SF,G1,271070,NA,34.087681090805795
DUNNE ROBERT,3630,SAR,T,FM,N,75000,NA,32.04713194354525
ENGLAND DAVID,4180,CHL,T,SF,N,50000,NA,29.39154348573393
ENGLAND DAVID,3740,CAM,T,TF,N,50000,NA,31.769102990033225
*CALLAN N,2618,BTN,T,TF,N,25168,NA,34.98627989023912
*PROBERT D,2882,BTH,T,FM,N,8570,NA,35.48853169586419
*PROBERT D,2640,NBY,T,SF,N,12412,NA,33.86853988961365
*HAMMER-HANSEN T,2200,NKT,T,SF,N,12678,NA,34.254395980817534
*LEVEY S,1540,KEM,D,FT,A,11199,NA,36.227717078780906
*COSGRAVE P,1760,GWD,T,TF,S,12234,NA,35.8887448908384
DAVIS DYLAN,1210,FL,D,FT,A,24000,NA,37.37541528239203
DAVILA J R JR,1320,FL,D,FT,A,24000,NA,37.41685144124168
BARBARAN ERIK,1320,TDN,D,SY,AO,31400,25000,36.01921024546425
BARBARAN ERIK,1320,MVR,D,FT,A,31900,NA,37.29796933278077
BARBARAN ERIK,1320,MVR,D,GD,AO,27500,NA,37.92134831460673
BARBARAN ERIK,1320,MVR,D,MY,A,26400,NA,37.620175560819284
BARBARAN ERIK,1210,MVR,D,MY,A,25900,NA,37.35285239963778
BARBARAN ERIK,1320,MVR,D,GD,A,25900,NA,36.74469243331519
BARBARAN ERIK,1320,MVR,D,FT,A,25900,NA,37.0015074688228
CORRALES GERARDO,1320,ELP,D,MY,C,16000,16000,38.01210756018584
IORIO MELISSA,1320,FL,D,FT,AO,24700,NA,36.94075796962649
DAVILA J R JR,1320,FL,D,FT,AO,24700,NA,36.397950930169856
DAVILA J R JR,1210,FL,D,FT,AO,24700,NA,36.47214854111405
WORRIE ANDRE SHIVNARINE,1320,AQU,D,SY,C,46000,25000,37.12871287128713
WORRIE ANDRE SHIVNARINE,1320,AQU,D,FT,AO,74000,NA,36.10108303249097
DAVIS DYLAN,1320,AQU,D,FT,A,75000,NA,37.07263490319924
DAVILA J R JR,1320,FL,D,FT,A,24000,NA,36.895326591965016
DAVILA J R JR,1320,FL,D,FT,A,24200,NA,37.546933667083856
DAVILA J R JR,1210,FL,D,FT,A,22900,NA,38.159111933395
DAVILA J R JR,1320,FL,D,SY,A,25900,NA,36.839950880065494
CARMOUCHE K,1320,SAR,D,FT,C,42000,16000,38.13559322033898
WORRIE ANDRE SHIVNARINE,1320,FL,D,FT,AO,25800,15000,37.92667509481669
CARMOUCHE K,1320,BEL,T,FM,C,55000,25000,38.604518158421506
CARMOUCHE K,1210,SAR,T,FM,AO,100000,45000,38.908976576010055
CARMOUCHE K,1210,SAR,T,TF,A,115000,NA,38.318625174175565
ORTIZ JOSE L,1320,BEL,T,FM,A,92000,NA,39.52569169960474
ORTIZ JOSE L,1320,AQU,t,TF,AO,74000,45000,38.00675675675676
MCCARTHY TREVOR,1540,AQU,D,FT,A,82000,NA,35.637515556058375
CARMOUCHE K,1430,AQU,D,SY,AO,74000,45000,37.81023784901758
MCCARTHY TREVOR,1430,AQU,D,FT,A,82000,NA,36.115569823434996
CASTELLANO J J,1760,AQU,D,MY,N,100000,NA,35.91380686352753
ORTIZ JOSE L,1430,BAQ,D,FT,N,150000,NA,38.120682914114425
ORTIZ JOSE L,1540,SAR,D,MY,AO,100000,45000,38.24207842661163
SAEZ LUIS,1320,BEL,D,FT,A,92000,NA,38.18413237165889
SAEZ LUIS,1430,BEL,D,FT,A,92000,NA,36.91317516405856
SAEZ LUIS,1320,BEL,t,FM,A,92000,NA,38.904899135446684
SAEZ LUIS,1540,SAR,D,FT,AO,95000,NA,38.269955047989306
CARMOUCHE K,1540,AQU,D,FT,N,100000,NA,35.3694138782843
FRANCO MANUEL,1760,AQU,D,FT,N,100000,NA,36.075759094097606
FRANCO MANUEL,1430,AQU,D,FT,N,100000,NA,36.45314057826521
FRANCO MANUEL,1320,BEL,D,FT,C,55000,25000,37.63590744354614
GOMEZ JOSE ANTONIO,1430,AQU,D,FT,C,50000,25000,36.12002963694739
GOMEZ JOSE ANTONIO,1320,AQU,D,MY,C,46000,25000,38.0656985760609
GOMEZ JOSE ANTONIO,1320,AQU,D,SY,C,46000,25000,36.910457963089534
GOMEZ JOSE ANTONIO,1320,AQU,D,FT,C,39000,16000,37.205456800330715
HUAYAS GHERSON (JASON),1320,AQU,D,MY,C,50000,25000,36.76971265150483
MARAGH ROMERO RAMSAY,1430,AQU,D,FT,C,46000,25000,37.22321201323493
HERNANDEZ MORENO OMAR,1320,AQU,D,FT,AO,80000,45000,36.976170912078885
HARKIE HEMAN K,1430,BAQ,D,FT,C,70000,40000,36.66792027077849
CASTELLANO J J,1320,BAQ,D,FT,C,60000,25000,37.34439834024896
PEREZ L E,1320,FL,D,GD,AO,26000,20000,36.222162597263214
OLVER MADISON,1320,BEL,D,FT,C,55000,25000,37.56260434056761
OLVER MADISON,1320,MTH,D,FT,AO,60000,NA,38.17333521843631
OLVER MADISON,1320,AQU,D,FT,A,72000,NA,37.35473159933591
DAVIS DYLAN,1320,AQU,D,GD,R,50000,NA,36.98630136986302
OLVER MADISON,1320,AQU,D,FT,A,72000,NA,37.8522360857984
OLVER MADISON,1320,AQU,D,FT,C,28000,10000,38.03888419273034
WORRIE ANDRE SHIVNARINE,1320,AQU,D,FT,C,22000,8000,36.92055244085874
FLORES JEREMIAS,1210,FL,D,FT,C,17600,11000,37.290944703932496
FLORES JEREMIAS,1210,FL,D,FT,AO,24700,10000,37.42062292107651
COA KEIBER J,1830,FL,D,FT,AO,26000,NA,34.55989122132599
COA KEIBER J,1210,FL,D,FT,AO,24700,NA,37.274096385542165
ALENCAR WALBER,1540,TAM,D,FT,CO,19500,12500,37.602960487047866
COA KEIBER J,1870,TAM,D,FT,AO,27000,16000,35.80454928390902
COA KEIBER J,1800,TAM,D,FT,AO,27000,16000,36.25621055458574
COA KEIBER J,1870,TAM,D,FT,AO,27000,16000,36.52946232451533
COA KEIBER J,1430,TAM,D,FT,CO,19500,12500,37.712738525012895
COA KEIBER J,1870,FL,D,FT,C,17600,11000,34.60285869368554
PEREZ L E,1870,FL,D,FT,AO,24700,NA,34.249641833810884
ALENCAR WALBER,1870,PID,D,FT,CO,22000,NA,36.92084942084942
ORTIZ JOSE L,1870,SAR,t,YL,N,135000,NA,36.105342646781196
CASTILLO ISAAC,1210,MTH,T,FM,N,108000,NA,40.02911208151382
CRUZ ANGEL,1320,LRL,T,TF,N,100000,NA,37.53127606338616
ORTIZ IRAD JR,1320,BEL,T,FM,AO,105000,NA,39.53147877013177
CRUZ ANGEL,1210,LRL,T,FM,AO,62300,NA,40.78773895847067
MENA RAUL E,1870,TAM,T,FM,AO,28000,32000,38.31897415347626
RODRIGUEZ ANGEL A,1870,MTH,T,FM,N,100000,NA,37.22627737226278
RODRIGUEZ ANGEL A,1870,MTH,T,FM,R,28100,NA,38.22324372938943
LAPRIDA JEREMY,1870,MTH,T,TF,N,106000,NA,37.33528550512445
LOPEZ PASCACIO,2640,GP,T,FM,G2,200000,NA,36.2756952841596
ORTIZ IRAD JR,1540,BEL,T,YL,AO,105000,NA,37.46431969552807
CRUZ ANGEL,1210,LRL,T,FM,AO,62300,NA,40.39497307001795
*GAFFALIONE T,1312,MEY,T,TF,G1,1500000,NA,38.398002055177614
PRAT FLAVIEN,1210,KEE,T,FM,G1,1000000,NA,39.54937679769895
HUSBANDS P,1320,WO,T,FM,G2,250000,NA,39.0681522210968
GAFFALIONE TYLER,1210,SAR,T,TF,AO,120000,62500,38.67791842475387
ROSARIO JOEL,1320,OP,D,FT,AO,101000,NA,38.01745987045903
SANTANA RICARDO JR,1540,CD,D,FT,AO,104000,NA,38.41931942919869
SANTANA RICARDO JR,1320,CD,D,FT,AO,104000,NA,39.404553415061294
SANTANA RICARDO JR,1320,OP,D,FT,N,200000,NA,38.31961396537043
ALVARADO JUNIOR,1210,SAR,T,FM,AO,162500,NA,40.106951871657756
ALVARADO JUNIOR,1320,BEL,T,FM,G1,400000,NA,39.0851187029531
VELAZQUEZ J R,1100,PIM,T,FM,N,100000,NA,40.12841091492777
VELAZQUEZ J R,1210,CD,T,FM,AO,134000,NA,39.95157384987893
VASQUEZ MIGUEL ANGEL,1100,GP,T,FM,AO,87000,NA,40.41674151248428
VASQUEZ MIGUEL ANGEL,1100,GP,T,FM,AO,87000,NA,40.78303425774878
MARAGH ROMERO RAMSAY,1320,AQU,D,FT,AO,95000,NA,37.04211826039237
PARKER D L,1320,IND,D,FT,AO,38000,NA,38.060332675500426
VELAZQUEZ J R,1320,KEE,D,FT,AO,120000,NA,37.83102143757881
RODRIGUEZ JAMIE,1320,MTH,D,SY,A,60000,NA,38.62660944206008
GEROUX FLORENT,1100,CBY,T,FM,N,75000,NA,41.058394160583944
GUTIERREZ REYLU,1210,CD,T,FM,A,127000,NA,39.44851769206248
SAEZ LUIS,1210,KEE,T,FM,A,110000,NA,39.996767937944405
FRANCO MANUEL,1540,BEL,T,FM,N,100000,NA,38.903297517599114
FRANCO MANUEL,1320,BEL,t,FM,A,92000,NA,39.496781743709775
SAEZ LUIS,1100,GP,T,FM,AO,51000,NA,40.17857142857143
SAEZ LUIS,1100,GP,T,FM,S,60000,NA,38.01317790167258
ORTIZ JOSE L,1210,SAR,T,FM,AO,162500,NA,40.01616814874697
TOLEDO JEVIAN,1210,LRL,T,FM,AO,62300,NA,40.5538259872194
KIMURA KAZUSHI,1320,WO,D,FT,G3,150000,NA,38.65979381443299
KIMURA KAZUSHI,1320,WO,D,FT,G2,175000,NA,38.521900413753734
ORTIZ IRAD JR,1320,BAQ,t,YL,G3,200000,NA,38.36317135549873
KIMURA KAZUSHI,1320,KD,T,FM,G2,1000000,NA,39.75265017667844
ROSARIO JOEL,1210,SAR,T,FM,G3,300000,NA,40.54054054054054
KIMURA KAZUSHI,1320,WO,T,FM,G2,200000,NA,39.61848862802641
KIMURA KAZUSHI,1320,WO,D,FT,G3,150000,NA,38.983540282991626
KIMURA KAZUSHI,1210,WO,D,FT,N,100000,NA,39.524113701692755
ROSARIO JOEL,1540,BEL,T,YL,AO,105000,NA,37.477691850089236
ROSARIO JOEL,1320,BEL,T,FM,AO,105000,NA,39.24989097252507
ORTIZ JOSE L,1320,AQU,t,FM,AO,88000,NA,39.92901508429458
ROSARIO JOEL,1650,GP,T,FM,AO,88000,NA,38.50981287083523
*ROSARIO J,1320,ASC,T,TF,G1,604957,NA,36.222162597263214
ROSARIO JOEL,1210,KEE,T,TF,N,200000,NA,39.41082802547771
ROSARIO JOEL,1760,DMR,T,FM,G1,1000000,NA,37.834997372569624
ROSARIO JOEL,1320,BEL,t,FM,G3,150000,NA,39.496781743709775
DAVIS DYLAN,1540,BEL,T,FM,S,90000,NA,38.26530612244898
ROSARIO JOEL,1210,SAR,D,MY,S,100000,NA,37.80934922089826
GAFFALIONE TYLER,1210,SAR,T,FM,AO,162500,80000,40.21774455638609
PRAT FLAVIEN,1540,BEL,T,FM,AO,100000,62500,38.612405001225795
FRANCO MANUEL,1540,BEL,T,FM,C,70000,40000,38.864898210980876
VARGAS JORGE A JR,1320,BEL,D,FT,C,62000,32000,37.494792389945836
CARMOUCHE K,1430,PRX,D,FT,C,38000,40000,36.69552126458412
ESQUIVEL EMMANUEL,1430,TP,D,FT,AO,78000,40000,36.973833902161545
RODRIGUEZ WALTER A,1320,TP,D,FT,AO,78000,40000,38.472499287546306
RODRIGUEZ WALTER A,1430,TP,D,FT,C,34000,25000,38.07106598984772
ROMAN CONSTANTINO,1320,HAW,D,GD,CO,24000,25000,38.325053229240595
TAVARES JAVIER,1320,HAW,D,FT,AO,36000,40000,38.259883803315866
RUSSELL SHELDON,1320,LRL,D,FT,N,100000,NA,36.824877250409166
LEZCANO JOSE,1320,AQU,D,FT,G3,175000,NA,37.48958622604832
ORTIZ IRAD JR,1320,BAQ,D,FT,G3,200000,NA,37.735849056603776
RUSSELL SHELDON,1320,PIM,D,FT,N,100000,NA,38.36862299275259
LYNCH FEARGAL,1210,LRL,T,TF,N,75000,NA,38.288985148514854
ROSARIO JOEL,1320,PIM,D,FT,G3,150000,NA,38.73744619799139
LEZCANO JOSE,1320,AQU,D,FT,AO,88000,NA,38.62660944206008
CARRASCO VICTOR R,1320,LRL,D,FT,N,75000,NA,37.98536859876195
CARRASCO VICTOR R,1320,LRL,D,FT,N,100000,NA,37.27737125500483
LEZCANO JOSE,1320,AQU,D,FT,N,100000,NA,37.620175560819284
VELAZQUEZ J R,1210,SAR,T,SF,G3,300000,NA,38.65979381443299
FRANCO MANUEL,1210,SAR,T,FM,AO,162500,NA,40.106951871657756
FRANCO MANUEL,1540,BEL,T,YL,AO,105000,NA,37.558125670680816
CASTELLANO J J,1320,BEL,T,FM,G1,400000,NA,39.30703159120687
VARGAS JORGE A JR,1540,BEL,T,FM,N,150000,NA,38.191076624636274
VARGAS JORGE A JR,1320,AQU,t,FM,AO,88000,NA,40.21447721179624
ORTIZ JOSE L,1320,AQU,t,FM,N,150000,NA,39.75265017667844
VELAZQUEZ J R,1320,BAQ,t,TF,AO,110000,NA,39.33566433566433
ORTIZ JOSE L,1320,BAQ,t,YL,G3,200000,NA,38.18413237165889
VELAZQUEZ J R,1210,SAR,T,FM,N,150000,NA,39.019391455147414
LEZCANO JOSE,1760,SAR,D,FT,N,125000,NA,36.74969375255207
ORTIZ JOSE L,1540,SAR,D,SY,AO,162500,NA,37.607449856733524
LEZCANO JOSE,1540,BEL,D,FT,G2,250000,NA,37.643403441682594
ORTIZ JOSE L,1870,BEL,D,FT,N,200000,NA,37.07832493214424
ORTIZ JOSE L,1320,AQU,D,SY,N,100000,NA,38.510911424903725
ORTIZ JOSE L,1320,AQU,D,SY,AO,84000,NA,38.04424404678032
LEZCANO JOSE,1540,AQU,D,FT,AO,84000,NA,37.124337065409556
LEZCANO JOSE,1430,AQU,D,FT,AO,84000,NA,37.977148792521426
LEZCANO JOSE,1760,AQU,D,FT,AO,84000,NA,36.46308113035551
LEZCANO JOSE,1320,AQU,D,FT,AO,95000,NA,38.2761553728381
GAFFALIONE TYLER,1320,SAR,D,FT,AO,162500,NA,38.29244078854063
ORTIZ IRAD JR,1540,SAR,D,FT,R,50000,NA,38.05726712577021
ORTIZ IRAD JR,1540,BEL,D,FT,AO,100000,NA,38.21424238748028
ORTIZ IRAD JR,1320,BEL,D,FT,R,34000,NA,38.70967741935484
CRUZ ANGEL,1320,PEN,D,SY,AO,28900,NA,38.390445044788855
CASTILLO ISAAC,1320,OP,D,FT,R,50000,NA,38.390445044788855
CASTILLO ISAAC,1320,OP,D,FT,R,38000,NA,38.48895224518888
CASTILLO ISAAC,1210,OP,D,FT,R,35000,NA,38.521400778210115
VAZQUEZ R A,1320,SA,D,FT,C,39000,32000,38.52739726027398
VAZQUEZ R A,1760,SA,D,FT,C,24000,12500,36.58536585365854
ROSARIO JOEL,1760,SAR,D,FT,S,88000,NA,36.1954554594812
ALVARADO JUNIOR,1320,BEL,t,FM,S,75000,NA,38.854511440495045
DAVIS JACQUELINE A,2200,BEL,t,FM,S,90000,NA,36.8369351669941
DAVIS JACQUELINE A,1870,BEL,T,FM,M,45000,40000,36.906599768429174
DAVIS JACQUELINE A,1870,BEL,T,FM,M,45000,40000,36.16337335728468
DAVIS KATIE,1430,AQU,D,MY,S,70000,NA,36.48041905712147
DAVIS JACQUELINE A,1760,SAR,D,FT,S,88000,NA,35.17342452369321
DAVIS JACQUELINE A,1430,BEL,D,FT,S,75000,NA,36.07548100641342
FRANCO MANUEL,1980,BEL,t,FM,S,75000,NA,36.73802612481859
CASTELLANO J J,1870,AQU,T,FM,S,70000,NA,36.283437677859986
CARMOUCHE K,1760,SAR,D,FT,S,88000,NA,35.534498075214685
GOMEZ JOSE ANTONIO,1760,BEL,T,FM,S,75000,NA,37.4726761736234
GOMEZ JOSE ANTONIO,1980,BEL,t,FM,S,75000,NA,36.688105806685385
VARGAS JORGE A JR,1760,BEL,T,FM,S,75000,NA,37.147869156949746
VARGAS JORGE A JR,1870,AQU,T,FM,S,70000,NA,36.37660485021397
VARGAS JORGE A JR,1870,AQU,T,FM,S,70000,NA,36.518999427152956
VARGAS JORGE A JR,1760,BAQ,D,FT,S,77000,NA,34.02968144437092
GREENIDGE ELIJAH,1870,SAR,T,FM,M,50000,40000,36.7047308319739
GREENIDGE ELIJAH,1870,BEL,t,FM,M,45000,40000,37.280701754385966
DAVIS JACQUELINE A,1870,FL,D,FT,S,26600,NA,32.923050438974
LUZZI M J,1870,SAR,T,FM,M,50000,40000,36.16679273827534
LUZZI M J,1760,SAR,t,TF,M,52000,40000,35.40867512540572
RICHARDS G G,1870,BEL,T,FM,M,45000,40000,36.04749787955895
CARDONA SAMUEL,1830,FL,D,SY,S,32100,NA,32.869527732541435
ALVARADO JUNIOR,1760,BEL,T,FM,M,45000,40000,37.16704521990501
ALVARADO JUNIOR,1760,BEL,D,SY,M,45000,40000,34.728921474049784
CARMOUCHE K,1320,BEL,t,FM,S,75000,NA,39.01170351105332
ORTIZ IRAD JR,1540,BEL,T,FM,M,45000,40000,38.433382137628115
LEZCANO JOSE,1760,AQU,D,FT,M,35000,25000,35.27682508574229
CARMOUCHE K,1760,AQU,D,FT,M,43000,40000,34.43987372046303
VARGAS JORGE A JR,1540,AQU,D,MY,N,500000,NA,33.70425850631286
LEZCANO JOSE,1760,SAR,D,FT,S,88000,NA,35.842293906810035
SAEZ LUIS,1760,SAR,D,FT,S,88000,NA,35.86371787208607
ORTIZ JOSE L,1540,BEL,T,FM,S,75000,NA,38.020519010259505
CANCEL ERIC,1760,BEL,T,FM,S,75000,NA,36.976170912078885
LUZZI M J,1320,BAQ,D,FT,S,77000,NA,35.99520063991468
LUZZI M J,1320,SAR,D,MY,S,88000,NA,37.447988904299585
USKE S,1870,FL,D,FT,S,26600,NA,34.185360622039504
USKE S,1870,SAR,T,FM,M,50000,40000,36.2353164077302
ALPANDER T B,1320,FL,D,FT,S,32100,NA,35.37272369972487
